도로명주소,지역,위도,경도,인기점수,
태흥포구,제주특별자치도 서귀포시 남원읍 태흥리,서귀포시,33.2868,126.75014,5530
돌하르방 캠핑장,제주특별자치도 제주시 한경면 낙수로 271-40,제주시,33.323902,126.23916,5529
한라의향기,제주특별자치도 서귀포시 안덕면 병악로 58,서귀포시,33.2809176,126.3638977,5508
제주키위 비자림농원,제주특별자치도 제주시 구좌읍 비자림로동3길 77-81,제주시,33.500973,126.81266,5501
영남동,제주특별자치도 서귀포시 산록남로 1966-34,서귀포시,33.288883,126.496925,5498
브레이브독스,제주특별자치도 제주시 한림읍 한수풀로 138,제주시,33.4218294,126.2766113,5498
천주교 순례길 - 신축화해길,제주특별자치도 제주시 관덕로8길 14,제주시,33.51162,126.523155,5477
박성내,제주특별자치도 제주시 기자길 5,제주시,33.4849094,126.5439165,5450
용연구름다리,제주특별자치도 제주시 흥운길 73,제주시,33.5152142,126.5139637,5438
밸런싱 요가,제주특별자치도 제주시 중앙로 492,제주시,33.4791921,126.5431924,5438
일출랜드 아트센터,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,서귀포시,33.3833933,126.84245,5404
정주항,제주특별자치도 제주시 조천읍 함덕리,제주시,33.531406,126.66637,5395
M1971 요트투어,제주특별자치도 서귀포시 대정읍 최남단해안로 128,서귀포시,33.2100551,126.2585746,5394
별도포구,제주특별자치도 제주시 화북1동 4269-12,제주시,33.52501,126.564995,5389
파더스가든,제주특별자치도 서귀포시 안덕면 병악로 44-33,서귀포시,33.2805107,126.3655186,5389
조수리 농어촌체험마을,제주특별자치도 제주시 한경면 조수리,제주시,33.337276,126.22851,5388
임문숙 가족 헛묘,제주특별자치도 서귀포시 안덕면 동광리 807-4,서귀포시,33.30914,126.340614,5377
마라도관광쉼터,제주특별자치도 서귀포시 대정읍 마라로 139,서귀포시,33.114143,126.268616,5349
김한미술관 & 카페3206,제주특별자치도 제주시 한림읍 한상로 115,제주시,33.4090102,126.2872001,5344
"광이오름 (괭이오름, 肝列岳)",제주특별자치도 제주시 연동 산 62,제주시,33.46847099,126.4950638,5322
우도부릉부릉레져,제주특별자치도 제주시 우도면 우도해안길 128,제주시,33.49425,126.9468,5283
무비랜드왁스뮤지엄,제주특별자치도 서귀포시 중문관광로 205,서귀포시,33.2436647,126.4215932,5264
신양항(하추자항),제주특별자치도 제주시 추자면 신양리,제주시,33.935432,126.32276,5257
불카분낭 (불타버린 나무),제주특별자치도 제주시 조천읍 선흘리 1136-2,제주시,33.510834,126.70725,5249
칠머리길,제주특별자치도 제주시 칠머리길 1,제주시,33.5170679,126.5359943,5242
4·3해원방사탑,제주특별자치도 제주시 신산로 82,제주시,33.50547,126.53451,5226
추자연도교,제주특별자치도 제주시 추자면 영흥리 97-3,제주시,33.95409,126.3023,5205
대록산(큰사슴이),제주특별자치도 서귀포시 표선면 녹산로 464-78,서귀포시,33.33027645,126.7828951,5158
원수악,제주특별자치도 서귀포시 안덕면 동광리 산 41,서귀포시,33.32239288,126.3451651,5157
고요산책,제주특별자치도 제주시 중앙로12길 5,제주시,33.5118057,126.5239394,5145
별도연대,제주특별자치도 제주시 화북1동 1537,제주시,33.526237,126.56813,5132
제주용암수 홍보관,제주특별자치도 제주시 구좌읍 일주동로 2706-27 (한동리) 오리온 제주용암수,제주시,33.5409551,126.8137869,5064
백제사,제주특별자치도 제주시 애월읍 광령남6길 54 백제사,제주시,33.448807,126.42422,5059
초원승마장,제주특별자치도 서귀포시 상예로 349,서귀포시,33.275185,126.39715,5006
브랭섬홀아시아 아이스링크,제주특별자치도 서귀포시 대정읍 글로벌에듀로 234(3번게이트),서귀포시,33.291267,126.2885061,4988
예절이오름(여절악),제주특별자치도 서귀포시 남원읍 신흥리 산 18,서귀포시,33.3372665,126.7408476,4982
중문리 신사터,제주특별자치도 서귀포시 천제연로 149,서귀포시,33.499622,126.53119,4941
차귀도 자구내포구,제주특별자치도 제주시 한경면 노을해안로 1161,제주시,33.30922,126.165474,4932
제주토종흑염소목장,제주특별자치도 서귀포시 남원읍 자배오름로 74-274,서귀포시,33.3199487,126.6573829,4909
제주친구,제주특별자치도 서귀포시 동홍로 149,서귀포시,,,4872
농업회사법인(주)태반의땅제주,제주특별자치도 서귀포시 토평로50번길 29,서귀포시,33.28441,126.57967,4870
대수포구,제주특별자치도 제주시 한림읍 수원리 1027-7,제주시,33.426956,126.27057,4864
대림리선돌,제주특별자치도 제주시 한림읍 대림리,제주시,33.424404,126.27907,4824
김서프제주,제주특별자치도 서귀포시 색달로81번길 39,서귀포시,33.2486522,126.4124374,4817
만벵듸 공동장지,제주특별자치도 제주시 한림읍 갯거리오름길 114,제주시,33.372234,126.2959,4803
고씨주택,제주특별자치도 제주시 관덕로17길 27-1,제주시,33.5149744,126.5283867,4793
오레브 핫스프링 앤 스파,제주특별자치도 서귀포시 태평로 152,서귀포시,33.2665145,126.5323308,4789
제로스테이션(제로포인트트레일),제주특별자치도 제주시 산지로 25 2층,제주시,33.5147335,126.5292798,4748
관음사 군 주둔지 옛터,제주특별자치도 제주시 산록북로 660,제주시,33.426136,126.56269,4733
이달봉,제주특별자치도 제주시 애월읍 봉성리 산 71-1,제주시,33.363815,126.347466,4732
송령이골,제주특별자치도 서귀포시 남원읍 한신로143번길 99,서귀포시,33.318977,126.70537,4716
반석탕,제주특별자치도 제주시 남성로 158-6,제주시,33.5088216,126.521984,4680
그제바람 윈드서핑패들보드,제주특별자치도 제주시 선사로8길 13-4,제주시,33.5260277,126.5869144,4678
원동,제주특별자치도 제주시 애월읍 소길리 1364 일대,제주시,33.402027,126.3803,4649
조천중학원 옛터,제주특별자치도 제주시 조천읍 신북로 264,제주시,33.538307,126.640305,4627
피크닉메이트,제주특별자치도 제주시 아란4길 84,제주시,33.4261379,126.5626925,4625
조일구락부 옛터,제주특별자치도 제주시 관덕로2길 11,제주시,33.511913,126.52066,4616
고포잇다이브센터,제주특별자치도 서귀포시 이어도로 685-1,서귀포시,33.2347181,126.4890963,4579
"과오름(큰오름, 샛오름, 말젯오름)",제주특별자치도 제주시 애월읍 곽지리 산 1,제주시,33.44657762,126.3238801,4558
육시우영,제주특별자치도 제주시 애월읍 하가리,제주시,33.45789,126.35208,4534
제주햇살농원,제주특별자치도 제주시 조천읍 북선로 189,제주시,33.4777041,126.7135515,4530
다빈치뮤지엄,제주특별자치도 서귀포시 안덕면 산록남로 788,서귀포시,33.319107,126.38509,4525
도령모루(도령마루),제주특별자치도 제주시 서광로 35,제주시,33.498802,126.5004299,4519
바구스서핑스쿨,제주특별자치도 제주시 테우해안로 143,제주시,33.4975522,126.4495561,4506
마복이오름,제주특별자치도 서귀포시 안덕면 상천리 산 83,서귀포시,33.3193689,126.3923637,4496
공방:하루_반,제주특별자치도 제주시 구좌읍 월정7길 42-6 1층,제주시,33.5553143,126.7966528,4496
우도징기스칸승마체험,제주특별자치도 제주시 우도면 우도해안길 446,제주시,33.5147382,126.9495928,4460
노꼬메족은오름 (小鹿古山),제주특별자치도 제주시 애월읍 유수암리 산 138,제주시,33.394047,126.417694,4400
통일관,제주특별자치도 제주시 삼성로 46,제주시,33.5067485,126.5307225,4372
삼양방파제,제주특별자치도 제주시 벌랑길,제주시,33.5232424,126.5764205,4350
상추자마을길,제주특별자치도 제주시 추자도 추자면,제주시,33.947014,126.3201,4272
옷 귀마테마타운,제주특별자치도 서귀포시 남원읍 서성로 955-117,서귀포시,33.3402973,126.6830523,4251
율랜드 다이브센터,제주특별자치도 서귀포시 칠십리로 490,서귀포시,33.2415286,126.6031469,4209
케이제주해양사업단,제주특별자치도 서귀포시 대정읍 최남단해안로 116,서귀포시,,,4149
스타빌,제주특별자치도 서귀포시 안덕면 광평로 34-154,서귀포시,33.3390637,126.3953082,4136
제스피 맥주협동조합 양조장,제주특별자치도 서귀포시 남원읍 서성로652번길 63-3,서귀포시,33.3258417,126.6696618,4134
제주농업학교 옛터,제주특별자치도 제주시 전농로 100,제주시,33.499622,126.53119,4119
슬리핑라이언,제주특별자치도 서귀포시 안덕면 화순서동로 151,서귀포시,33.2621473,126.3327229,4110
제주베스트힐,제주특별자치도 제주시 조천읍 남조로 2109-38,제주시,33.4276176,126.6665803,4095
삼밭구석 & 동광리4·3희생자위령비,제주특별자치도 서귀포시 안덕면 동광리 1425 일대,서귀포시,33.311443,126.330444,4047
쇠소깍 전통 조각배 체험,제주특별자치도 서귀포시 쇠소깍로 104,서귀포시,33.2540919,126.6222974,4042
우포토 시네마 갤러리 카페,제주특별자치도 서귀포시 대정읍 상모로 216-2,서귀포시,33.2252947,126.2659767,4042
밝은오름,제주특별자치도 제주시 한림읍 금악동길 200-36,제주시,33.35184698,126.3145414,4034
예초리,제주특별자치도 제주시 추자도 예초리,제주시,33.947014,126.3201,4033
새시물,제주특별자치도 제주시 한림읍 상한로,제주시,33.3650169,126.2711484,3984
모구리 야영장,제주 서귀포시 성산읍 서성일로 260,서귀포시,33.40596,126.82169,3978
아르떼 키즈파크 제주,제주특별자치도 제주시 애월읍 월각로 929 (봉성리) 아르떼 키즈파크 제주,제주시,33.3539314,126.3585151,3974
산지항 옛터,제주특별자치도 제주시 연무정길 28 (건입동)일대,제주시,33.516888,126.53469,3958
현의합장묘역,제주특별자치도 서귀포시 남원읍 중산간동로 6242-56,서귀포시,33.350883,126.69801,3946
워터월드,제주특별자치도 서귀포시 월드컵로 21,서귀포시,33.2464668,126.5090074,3928
알제이,제주특별자치도 제주시 애월읍 애원로 515,제주시,33.4102243,126.3758566,3920
가시림,제주특별자치도 서귀포시 표선면 녹산로5번길 171 (가시리),서귀포시,33.3828211,126.7313785,3906
예초리해변,제주특별자치도 제주시 추자면 예초리,제주시,33.95313,126.33361,3898
차귀도달래배낚시체험,제주특별자치도 제주시 한경면 노을해안로 1160,제주시,33.308909,126.1649209,3865
하모돌고래투어,제주특별자치도 서귀포시 대정읍 최남단해안로 120,서귀포시,33.2105452,126.2576053,3839
아랑조을거리,제주특별자치도 서귀포시 천지로 2,서귀포시,33.2489036,126.5596148,3832
제주소주 코스모스밭,제주특별자치도 제주시 조천읍 중산간동로 1028,제주시,33.496897,126.6866519,3826
에밀리파크,제주특별자치도 제주시 조천읍 조천우회로 104,제주시,33.5249884,126.6206047,3806
신양연안바다목장,제주특별자치도 서귀포시 성산읍,서귀포시,33.38106,126.876755,3794
성읍녹차동굴,제주특별자치도 서귀포시 표선면 중산간동로 4772,서귀포시,33.3817211,126.7912667,3784
세미소(세미소오름),제주특별자치도 제주시 한림읍 새미소길 15,제주시,33.35579013,126.305615,3748
돌빛나예술학교,제주특별자치도 제주시 한림읍 협재남4길 26,제주시,33.38422,126.24817,3683
상추자포구,제주특별자치도 제주시 추자면 대서리,제주시,33.96429,126.292984,3680
오페라 옴니아 : 라파엘로展,제주특별자치도 서귀포시 안덕면 녹차분재로 218,서귀포시,33.3029712,126.2990679,3675
가새기오름,제주특별자치도 제주시 오라3동 2848,제주시,33.48929,126.503555,3651
도시해녀,제주특별자치도 제주시 애월읍 하귀미수포길 16-1,제주시,33.4842463,126.4026164,3628
북돌아진오름,제주특별자치도 제주시 애월읍 봉성리 산 41,제주시,33.3659432,126.35644,3589
삼다수목장,제주특별자치도 제주시 조천읍 비자림로 485-15,제주시,33.4180631,126.6534847,3562
오림반,제주특별자치도 서귀포시 남원읍 신례리,서귀포시,33.36067,126.59719,3539
상여오름,제주특별자치도 제주시 연동 산 60-2,제주시,33.465427,126.49169,3533
표선도서관,제주특별자치도 서귀포시 표선면 표선백사로110번길 17-10,서귀포시,33.3237336,126.8385628,3517
돌낭예술원,제주특별자치도 서귀포시 남원읍 서성로 544-35 (위미리) 돌낭예술원,서귀포시,33.3210848,126.6548304,3516
강창학 종합경기장,제주특별자치도 서귀포시 중산간서로 95,서귀포시,33.26065,126.49956,3498
그랜드스윙,제주특별자치도 서귀포시 성산읍 섭지코지로 107,서귀포시,33.4300919,126.9272996,3456
"골머리 (洞山, 笏頭岳, 아흔아홉골)",제주특별자치도 제주시 1100로 2528-171,제주시,33.508095,126.468593,3424
제주항 국제크루즈터미널,제주특별자치도 제주시 임항로 191,제주시,33.526657,126.54367,3393
반지마을 제주 1호점,제주특별자치도 제주시 월성로4길 17 3,제주시,33.5017139,126.5035859,3354
해빛,제주특별자치도 제주시 조천읍 신촌9길 8,제주시,33.5353203,126.6222901,3320
폴리파크카라반,제주특별자치도 제주시 애월읍 어음리 3912,제주시,33.386833,126.37515,3308
돔배오름,제주특별자치도 제주시 조천읍 교래리 산 64,제주시,33.42868722,126.6685592,3282
나틸다,제주특별자치도 제주시 아란5길 31-6,제주시,33.4752059,126.5427649,3238
세화소품관,제주특별자치도 제주시 구좌읍 해맞이해안로 1422-3,제주시,33.5255845,126.8577029,3188
머체오름 (마체오름),제주특별자치도 서귀포시 남원읍 남조로 534,서귀포시,33.36894843,126.6928631,3167
우도현대렌트,제주특별자치도 제주시 우도면 우도해안길 336,제주시,33.508133,126.9439,3154
드르쿰다 제주 성산점,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,서귀포시,33.4450874,126.9192843,3148
중문단지 축구장,제주특별자치도 서귀포시 이어도로 120,서귀포시,33.2435151,126.4352216,3098
법정악(법정이),제주특별자치도 서귀포시 영실로 246 영실매표소,서귀포시,33.31383,126.46973,3097
런닝맨,제주특별자치도 서귀포시 중문관광로 42,서귀포시,33.254854,126.4092614,3064
성진이오름(개오름),제주특별자치도 제주시 봉개동 산 78-2,제주시,33.420666,126.611336,2981
탐라해상풍력단지,제주특별자치도 제주시 한경면 금등3길 59,제주시,33.3622345,126.1905711,2962
부소악 (부소오름),제주특별자치도 제주시 조천읍 교래리 산 2,제주시,33.37471269,126.591823,2918
승마마을 청수리 농어촌체험마을,제주특별자치도 제주시 한경면 대한로 1036,제주시,33.3178122,126.2476775,2912
산세미오름 (삼산이오름),제주특별자치도 제주시 애월읍 고성남길 29-11,제주시,33.4108019,126.433164,2908
"병곳오름 (벵곳오름, 안좌오름)",제주특별자치도 서귀포시 표선면 가시리 산 8,서귀포시,33.368008,126.74857,2889
가뫼물예전,제주특별자치도 서귀포시 남원읍 남위남성로 168,서귀포시,33.2899733,126.6935278,2858
"걸서악 (동걸세, 걸세오름, 걸시오름)",제주특별자치도 서귀포시 남원읍 하례로 393,서귀포시,33.281223,126.66428,2842
"방주오름 (방지오름, 방제오름)",제주특별자치도 제주시 한림읍 명월리 679,제주시,33.3772555,126.2851832,2832
제주펫,제주특별자치도 서귀포시 남원읍 한신로531번길 22-3,서귀포시,33.3204815,126.7454994,2824
드르쿰다 제주 상효점,제주특별자치도 서귀포시 516로 619,서귀포시,33.3037607,126.598499,2806
남원종합경기장,제주특별자치도 서귀포시 남원읍 태위로 551-27,서귀포시,33.278313,126.70406,2792
밝은오름 (명월오름),제주특별자치도 제주시 한림읍 명월로,제주시,33.38058,126.27269,2790
대천이오름,제주특별자치도 제주시 조천읍 선흘리 산 154,제주시,33.4777041,126.7135515,2779
하효살롱 협동조합,제주특별자치도 서귀포시 효돈순환로 217-8,서귀포시,33.2565119,126.6219281,2776
한복담_카테고리변경_삭제,제주특별자치도 제주시 신대로12길 51 3층,제주시,33.4885493,126.4911887,2775
중문레져UTV,제주특별자치도 서귀포시 산록남로 1578,서귀포시,33.2910969,126.4559742,2752
서귀포 축구공원,제주특별자치도 서귀포시 효돈순환로 311-29,서귀포시,33.2588393,126.6105252,2744
월라봉,제주특별자치도 서귀포시 안덕면 감산리,서귀포시,33.248497,126.35095,2697
새신오름(신서악),제주특별자치도 제주시 한경면 청수리 2661-4,제주시,33.298912,126.23928,2686
하리보 해피월드,제주특별자치도 제주시 아연로 444-1,제주시,33.4741138,126.5282841,2660
녹고뫼 캠핑장,제주특별자치도 제주시 애월읍 산록서로 521,제주시,33.409824,126.42066,2654
"돈두미오름(돈도름,돈대미)",제주특별자치도 서귀포시 대정읍 영락하동로47번길 29,서귀포시,33.2562288,126.2115638,2652
솔담현경철한의원,제주특별자치도 제주시 1100로 3055,제주시,33.4802375,126.4865364,2650
밝은오름 (벌근오름),제주특별자치도 서귀포시 안덕면 동광로,서귀포시,33.35141,126.33616,2610
"봉아오름(봉개오름,봉아름,붉은오름)",제주특별자치도 제주시 봉개동 1804,제주시,33.49358,126.59166,2608
제주홀릭뮤지엄,제주특별자치도 제주시 애월읍 평화로 2835 (광령리) 제주홀릭뮤지엄,제주시,33.4034138,126.4508866,2596
더데오름(가가악),제주특별자치도 서귀포시 상예동 4489-1 일대,서귀포시,33.277172,126.37349,2592
제주바다하늘패러투어,제주특별자치도 제주시 한림읍 한창로 1295,제주시,33.3568837,126.2968554,2591
이스렁오름,제주특별자치도 제주시 애월읍 광령평화길,제주시,33.362965,126.48424,2554
말찻,제주특별자치도 제주시 조천읍 교래3길,제주시,33.434742,126.67746,2550
갑선이오름,제주특별자치도 서귀포시 표선면 가시리 산 2,서귀포시,33.3616,126.78106,2525
우도팔경레져,제주특별자치도 제주시 우도면 우도해안길 73,제주시,33.49299,126.9511,2522
제주해바라기공방,제주특별자치도 제주시 구좌읍 김녕로17길 23,제주시,33.5573504,126.7534934,2522
니모스토리,제주특별자치도 제주시 구좌읍 김녕로17길 33-1,제주시,33.5582481,126.7540615,2478
제주아리온승마장,제주특별자치도 서귀포시 안덕면 신화역사로403번길 79,서귀포시,33.3109161,126.3341065,2460
제이원카트클럽,제주특별자치도 제주시 연북로 424,제주시,33.4795804,126.5266919,2454
삼형제오름,제주특별자치도 제주시 애월읍 평화로 2901-1,제주시,33.35831755,126.4522552,2452
보롬이 오름,제주특별자치도 서귀포시 대정읍 무릉리 3576,서귀포시,33.27065,126.19232,2440
새끼오름 (샛기오름),제주특별자치도 서귀포시 표선면 번영로,서귀포시,33.37268,126.79713,2417
방일봉 (방일이동산),제주특별자치도 제주시 노형동,제주시,33.47579582,126.4735834,2414
번널오름 (벌판악),제주특별자치도 서귀포시 표선면 가시리 산 10-5,서귀포시,33.374043,126.74533,2403
걸시오름,제주특별자치도 제주시 연동 산 150,제주시,33.41133,126.505455,2387
중문진실캠핑장,제주특별자치도 서귀포시 천제연로 132,서귀포시,33.252678,126.41844,2366
돌미오름,제주특별자치도 서귀포시 성산읍 수산리 4393-2,서귀포시,33.43826,126.82947,2365
설오름(서리오름),제주특별자치도 서귀포시 신효동,서귀포시,33.256275,126.60493,2352
북오름 (鼓岳),제주특별자치도 제주시 구좌읍 덕천리 산 69,제주시,33.48679,126.73916,2348
밧세미 (밭생이),제주특별자치도 제주시 봉개동,제주시,33.48324438,126.5972605,2331
설오름,제주특별자치도 서귀포시 표선면 가시리 산 1,서귀포시,33.3456001,126.7895359,2328
"무악(개오름,킄오름,무오름)",제주특별자치도 서귀포시 안덕면 동광리 산 12,서귀포시,33.307552,126.36872,2306
"걸서악(서걸세,걸세오름)",제주특별자치도 서귀포시 남원읍 하례로381번길 23,서귀포시,33.3420367,126.5884214,2306
대병악,제주특별자치도 서귀포시 안덕면 한창로,서귀포시,33.307426,126.36823,2306
본지오름,제주특별자치도 서귀포시 성산읍 삼달리 2104-1,서귀포시,33.38728,126.8217,2291
하우스오브레퓨즈,제주특별자치도 제주시 애월읍 하소로 735,제주시,33.4192422,126.396054,2284
이지봄안과의원,제주특별자치도 제주시 노형로 390 2층~6층,제주시,33.4843038,126.4771575,2274
샛개오리,제주특별자치도 제주시 516로 (용강동),제주시,33.42579,126.614136,2265
제주애견학교,제주특별자치도 제주시 삼의영길 72,제주시,33.4622606,126.5536737,2262
하도 어촌 체험 마을,제주특별자치도 제주시 구좌읍 해맞이해안로 1897-27,제주시,33.5200605,126.9040869,2232
삼의봉,제주특별자치도 제주시 아라1동 산 24-2,제주시,33.48147,126.541145,2221
여문영아리,제주특별자치도 서귀포시 표선면 가시리 산 145,서귀포시,33.36798932,126.6924295,2219
개떼목장,제주특별자치도 서귀포시 안덕면 평화로 486 (덕수리),서귀포시,33.2791907,126.3177445,2218
멍더랜드,제주특별자치도 제주시 월광로 147,제주시,33.4920804,126.4734937,2194
제주홀스타승마장,제주특별자치도 제주시 산록북로 8,제주시,33.4220209,126.4935837,2186
"생기악 (생기오름, 생길이오름)",제주특별자치도 서귀포시 남원읍 신례동로 268-131,서귀포시,33.30554622,126.6428464,2130
중문승마체험장,제주특별자치도 서귀포시 상예로 349-1,서귀포시,33.275595,126.3963467,2126
산도스카발리오홀스파크,제주특별자치도 서귀포시 안덕면 산록남로 566,서귀포시,33.3336425,126.3701635,2123
"들레오름 (月坪峰, 月來岳, 月下岳)",제주특별자치도 제주시 첨단동길 89-29,제주시,33.4593529,126.5797073,2116
더펫츠,제주특별자치도 제주시 1100로 3124,제주시,33.4650954,126.4847851,2112
브리더스파크,제주특별자치도 제주시 구좌읍 금백조로 902-102,제주시,33.433738,126.7772854,2076
살핀오름,제주특별자치도 제주시 애월읍 광령리 산 183-2,제주시,33.367832,126.46191,2064
OK승마장,제주특별자치도 서귀포시 표선면 번영로 2595,서귀포시,33.4027948,126.7831674,2062
들리오름 (들위오름),제주특별자치도 제주시 오등동 158,제주시,33.42894283,126.5430631,2058
빈네오름,제주특별자치도 제주시 애월읍 봉성리,제주시,33.3508,126.39407,2056
로즈오닐과 앤티크큐피 전시관,제주특별자치도 서귀포시 인정오름로86번길 10,서귀포시,33.287163,126.57821,2039
"뒤굽은이 (뒤꾸부니, 뒤곱은이)",제주특별자치도 제주시 구좌읍 중산간동로,제주시,33.46651327,126.7777828,2021
루씨쏜 아뜰리에,제주특별자치도 서귀포시 보목로64번길 138 (보목동) 보목로 64번길 138 1층,서귀포시,33.2411975,126.5930741,2012
담화헌,제주특별자치도 제주시 주르레길 55,제주시,33.4493168,126.4804463,2009
무지개요트,제주특별자치도 제주시 도두항길 28-8 (도두일동) 도두항길 28-8,제주시,33.5064315,126.466705,1990
제이앤승마클럽,제주특별자치도 제주시 해안마을7길 211,제주시,33.4460514,126.4688305,1982
봉구의간식,제주특별자치도 제주시 애월읍 애월로 110,제주시,33.4645163,126.3191719,1978
월산봉,제주특별자치도 서귀포시 중산간서로 95,서귀포시,33.2615636,126.49447,1972
놀멍쉬멍고르멍(애견카페),제주특별자치도 서귀포시 현청로 51,서귀포시,33.2656788,126.5560001,1960
김녕세기알해변,제주특별자치도 제주시 구좌읍 김녕로21길 25,제주시,33.5581466,126.7549397,1950
사슴공방,제주특별자치도 제주시 구좌읍 구좌로 51 3층,제주시,33.5232671,126.8570277,1928
시민축구장,제주특별자치도 서귀포시 토평남로 47-13,서귀포시,33.2617646,126.5893096,1926
도곤도곤 애견미용실,제주특별자치도 제주시 성신로1길 21,제주시,33.4920452,126.488127,1880
라이더스랩,제주특별자치도 서귀포시 성산읍 중산간동로 4328-77 (삼달리) 라이더스랩,서귀포시,33.3915592,126.830295,1866
이레다원캠핑장,제주특별자치도 제주시 조천읍 대와상길 104-42,제주시,33.498444,126.641495,1851
제주프리다이빙스쿨,제주특별자치도 서귀포시 보목로 88-1,서귀포시,33.2406615,126.6024596,1831
한복입는 선흘집,제주특별자치도 서귀포시 남원읍 위미대화로15번길 9-6 (위미리),서귀포시,33.2733796,126.6562097,1822
마오름(맞보기)(안덕),제주특별자치도 서귀포시 안덕면 산록남로,서귀포시,33.325733,126.40013,1800
쇼타임제주 옹알스 코미디 전용관,제주특별자치도 제주시 조천읍 남조로 2064,제주시,33.499622,126.53119,1790
오멍가멍 애견카페&호텔,제주특별자치도 제주시 어영길 64-14,제주시,33.5175216,126.498289,1782
덕천곤충영농조합,제주특별자치도 제주시 구좌읍 중산간동로 1875,제주시,33.4828732,126.7482507,1772
벨섬,제주특별자치도 서귀포시 표선면 민속해안로 631-34,서귀포시,33.3225098,126.8418176,1769
신흥바다낚시공원(낚고락고),제주특별자치도 제주시 조천읍 조함해안로 247-2,제주시,33.550596,126.6474337,1763
탐라승마장,제주특별자치도 제주시 조천읍 비자림로 1044,제주시,33.4180631,126.6534847,1754
원더아일랜드,제주특별자치도 서귀포시 안덕면 신화역사로304번길 89 (서광리) 제주신화월드 서머셋 클럽하우스,서귀포시,33.3028885,126.3181117,1751
바람불어좋은날 천연염색 공방,제주특별자치도 서귀포시 안덕면 사계로 68,서귀포시,33.2372398,126.2978859,1738
키아나 요가,제주특별자치도 서귀포시 안덕면 사계남로50번길 1,서귀포시,33.2271749,126.2957594,1738
제주스런서귀포점,제주특별자치도 서귀포시 중산간서로356번길 42,서귀포시,33.2626873,126.4750465,1720
하례감귤점빵협동조합,제주특별자치도 서귀포시 남원읍 하례로 272,서귀포시,33.3252261,126.5961931,1716
담그멍족욕카페,제주특별자치도 제주시 관덕로15길 22,제주시,33.5152133,126.5269425,1712
VIP성형외과의원,제주특별자치도 제주시 은남1길 46,제주시,33.489452,126.4909877,1700
일레븐프리다이빙 제주센터,제주특별자치도 서귀포시 색달로 8,서귀포시,33.259137,126.4049584,1690
도그앤캣,제주특별자치도 서귀포시 홍중로 119-2  601동 107호,서귀포시,33.2639577,126.5507293,1688
제주 토이 승마장,제주특별자치도 서귀포시 안덕면 동광로 265-14,서귀포시,33.3185031,126.345191,1676
너도나도 ATV,제주특별자치도 제주시 조천읍 비자림로 1053,제주시,33.4180631,126.6534847,1666
올레바당체험마을,제주특별자치도 제주시 한림읍 한림해안로 267-6,제주시,33.4254747,126.2642096,1656
삼의양오름,제주특별자치도 제주시 아라2동 산 43520,제주시,33.43981,126.56199,1638
댕댕놀이터,제주특별자치도 제주시 도근내길 56,제주시,33.4919382,126.4369959,1638
베케,제주특별자치도 서귀포시 효돈로 48,서귀포시,33.2615141,126.6043917,1630
그루밍제주,제주특별자치도 서귀포시 천제연로 357,서귀포시,33.2524207,126.4428121,1626
(재)한국의학연구소 제주검진센터,제주특별자치도 서귀포시 솔오름로 61,서귀포시,33.2851229,126.5582866,1622
버블호텔 키즈클럽,제주특별자치도 제주시 관덕로 26 (삼도이동) 스타즈로베로호텔 B1 & B2,제주시,33.5128705,126.5219573,1608
헌마공신김만일기념관,제주특별자치도 서귀포시 남원읍 서성로 919,서귀포시,,,1606
제주향토음식보전연구원,제주특별자치도 제주시 수덕5길 23,제주시,33.4859178,126.476044,1588
목장카페 밭디,제주특별자치도 서귀포시 표선면 번영로 2486,서귀포시,33.4077491,126.7728563,1588
아토도예공방,제주특별자치도 서귀포시 남성로 134-1,서귀포시,33.2428508,126.5545379,1578
댕댕샤워,제주특별자치도 제주시 애월읍 하귀9길 54-8,제주시,33.4845827,126.4155098,1533
코난해변,제주특별자치도 제주시 구좌읍 해맞이해안로 648,제주시,33.5586383,126.8123467,1524
제주소리,제주특별자치도 제주시 신대로10길 55,제주시,33.4908202,126.4906809,1524
러블리독스,제주특별자치도 제주시 연북로 668,제주시,33.4924788,126.5487385,1524
편백포레스트,제주특별자치도 서귀포시 남원읍 서성로 544-97,서귀포시,33.3176598,126.6598379,1524
에코승마아카데미,제주특별자치도 제주시 조천읍 비자림로 1065,제주시,33.4180631,126.6534847,1520
생약누리,제주특별자치도 서귀포시 돈내코로 260 (상효동) 생약누리,서귀포시,33.3059049,126.571522,1516
이도씨동물의료센터,제주특별자치도 서귀포시 신서귀로97번길 51,서귀포시,33.2539899,126.5070093,1502
신촌포구,제주특별자치도 제주시 조천읍 신촌북3길 3,제주시,33.5371814,126.6188242,1492
하례점빵,제주특별자치도 서귀포시 남원읍 하례로 272,서귀포시,33.3252261,126.5961931,1491
뷰 제주하늘,제주특별자치도 서귀포시 성산읍 서성일로 397,서귀포시,33.4131403,126.8327167,1476
금당목장ATV,제주특별자치도 서귀포시 안덕면 신화역사로685번길 13-16,서귀포시,33.3141358,126.3581406,1468
비케이브,제주특별자치도 제주시 조천읍 동백로 122,제주시,33.5084448,126.7200224,1460
